,id,name,year_published,min_players,max_players,primary_publisher,mechanics,num_user_ratings,average_user_rating,rank,num_mechs
479,tM58cdV42N,Coatl,2004,2.0,8.0,,[],0,0.0,9999999,0
480,IS1vDEOKep,Monster Crunch,2004,2.0,6.0,,[],0,0.0,9999999,0
481,3dJK0gfJxn,Hello!,2004,2.0,4.0,,[],0,0.0,9999999,0
482,GCnD5tKLCz,CAPITAL+,2004,2.0,4.0,,[],0,0.0,9999999,0
483,XDVlHFL4q9,Magi,2004,4.0,8.0,,[],0,0.0,9999999,0
484,4XcVV2iwdN,Axis & Allies D-Day,2004,2.0,3.0,Avalon Hill,"[{'id': 'bgGxE0pI2B', 'url': 'https://www.boardgameatlas.com/mechanic/bgGxE0pI2B/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'GNtouC8NLm', 'url': 'https://www.boardgameatlas.com/mechanic/GNtouC8NLm/undefined'}]",9,2.5555555555555554,9999999,3
485,urt19azcLU,Maharaja: The Game of Palace Building in India,2004,2.0,5.0,Mayfair Games,"[{'id': 'PGjmKGi26h', 'url': 'https://www.boardgameatlas.com/mechanic/PGjmKGi26h/undefined'}, {'id': '9NBcz45nN7', 'url': 'https://www.boardgameatlas.com/mechanic/9NBcz45nN7/undefined'}, {'id': '9y0yU5xWRU', 'url': 'https://www.boardgameatlas.com/mechanic/9y0yU5xWRU/undefined'}, {'id': 'gRlslORtpI', 'url': 'https://www.boardgameatlas.com/mechanic/gRlslORtpI/undefined'}, {'id': 'RwgEONzIzc', 'url': 'https://www.boardgameatlas.com/mechanic/RwgEONzIzc/undefined'}, {'id': 'za4PP1LH00', 'url': 'https://www.boardgameatlas.com/mechanic/za4PP1LH00/undefined'}, {'id': 'yDlgk7rXno', 'url': 'https://www.boardgameatlas.com/mechanic/yDlgk7rXno/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}, {'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}]",20,3.400000000000001,9999999,9
486,fhgtITkODG,Word Jam,2004,5.0,12.0,dV Giochi,"[{'id': '3tuJiW3pps', 'url': 'https://www.boardgameatlas.com/mechanic/3tuJiW3pps/undefined'}]",0,0.0,9999999,1
487,EqQRgIc3DV,Boomtown,2004,3.0,5.0,Face 2 Face,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}]",11,2.9090909090909087,9999999,1
488,DWDN2uTGxU,Little Orchard,2004,1.0,4.0,HABA,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'r6yIFvyXDD', 'url': 'https://www.boardgameatlas.com/mechanic/r6yIFvyXDD/undefined'}]",2,0.0,9999999,2
489,KZi3UjQ1tr,Turbo Edition,2004,4.0,16.0,Cranium,"[{'id': 'n1GtBt35Rd', 'url': 'https://www.boardgameatlas.com/mechanic/n1GtBt35Rd/undefined'}, {'id': 'mGBzR68m8Z', 'url': 'https://www.boardgameatlas.com/mechanic/mGBzR68m8Z/undefined'}]",3,0.0,9999999,2
490,Banwq4FbUA,Anno 1503: Aristokraten und Piraten,2004,2.0,4.0,,[],0,0.0,9999999,0
491,F5Va8KQ9lj,Toot and Otto,2004,2.0,2.0,,"[{'id': '9YdRn9J9oZ', 'url': 'https://www.boardgameatlas.com/mechanic/9YdRn9J9oZ/undefined'}, {'id': 'uZJS07nXF5', 'url': 'https://www.boardgameatlas.com/mechanic/uZJS07nXF5/undefined'}]",1,0.0,9999999,2
492,IZpOJnROBv,Indian Chief,2004,2.0,8.0,,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}]",1,0.0,9999999,2
493,QeFFHpdoNk,Clash Along the Psel: The Battle of Kursk 1943,2004,2.0,2.0,,[],0,0.0,9999999,0
494,CTAenzqoUn,Kaboodl,2004,2.0,6.0,,"[{'id': '9YdRn9J9oZ', 'url': 'https://www.boardgameatlas.com/mechanic/9YdRn9J9oZ/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}]",0,0.0,9999999,2
495,OrAgc6OBmm,FBI,2004,2.0,5.0,Mayfair Games,"[{'id': 'ebJKldFVeS', 'url': 'https://www.boardgameatlas.com/mechanic/ebJKldFVeS/undefined'}]",1,0.0,9999999,1
496,ZQXArMNsKj,Bang! Dodge City,2004,3.0,8.0,daVinci Games,[],18,2.9444444444444446,9999999,0
497,M1Dg728jam,Early American Chrononauts,2004,1.0,6.0,Looney Labs,"[{'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}]",4,0.0,9999999,1
498,8Guqk9nQJL,Fishing for Terrorists,2004,2.0,6.0,,[],0,0.0,9999999,0
499,AtVtEgXZSo,Mind the Gap,2004,2.0,6.0,Talicor,[],0,0.0,9999999,0
500,GJ94Cl7cz5,Ticket to Ride: Europe,2005,2.0,5.0,Days of Wonder,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}]",291,3.508617029158929,52,4
501,nRGa6zZTQu,Twilight Struggle,2005,2.0,2.0,Flat River Group,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'xuphiSlrxI', 'url': 'https://www.boardgameatlas.com/mechanic/xuphiSlrxI/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'DEvPj5twid', 'url': 'https://www.boardgameatlas.com/mechanic/DEvPj5twid/undefined'}]",188,3.7287234042553186,74,5
502,WCk1e4pjrp,Shadows Over Camelot,2005,3.0,7.0,Days of Wonder,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'Voqy2dgrIM', 'url': 'https://www.boardgameatlas.com/mechanic/Voqy2dgrIM/undefined'}, {'id': 'GNtouC8NLm', 'url': 'https://www.boardgameatlas.com/mechanic/GNtouC8NLm/undefined'}, {'id': 'BGrhzIN69D', 'url': 'https://www.boardgameatlas.com/mechanic/BGrhzIN69D/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",154,3.2089728453364827,185,8
503,UVbhOSJZCA,Diamant,2005,3.0,8.0,IELLO,"[{'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}, {'id': 'za4PP1LH00', 'url': 'https://www.boardgameatlas.com/mechanic/za4PP1LH00/undefined'}]",146,3.191780821917807,213,2
504,CFFV7Sik8v,Caylus,2005,2.0,5.0,Rio Grande Games,"[{'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",117,3.5516852120625697,219,1
505,MORBdhHtdP,Wits & Wagers,2005,3.0,21.0,North Star Games,"[{'id': '3tuJiW3pps', 'url': 'https://www.boardgameatlas.com/mechanic/3tuJiW3pps/undefined'}, {'id': 'UHdPUeuqyZ', 'url': 'https://www.boardgameatlas.com/mechanic/UHdPUeuqyZ/undefined'}]",132,3.2045454545454546,254,2
506,Bwawckx54U,Glory To Rome,2005,2.0,5.0,Cambridge Games Factory,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'u9IJEE1QBN', 'url': 'https://www.boardgameatlas.com/mechanic/u9IJEE1QBN/undefined'}]",73,3.684931506849315,262,4
507,54NFDYrC7y,Reef,2005,2.0,4.0,Next Move Games,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': '9YdRn9J9oZ', 'url': 'https://www.boardgameatlas.com/mechanic/9YdRn9J9oZ/undefined'}]",73,3.487382840663302,298,2
508,Vqmr65gYYE,Twilight Imperium 3rd Edition,2005,3.0,6.0,Fantasy Flight Games,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'BGrhzIN69D', 'url': 'https://www.boardgameatlas.com/mechanic/BGrhzIN69D/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'AVY6EvSQTP', 'url': 'https://www.boardgameatlas.com/mechanic/AVY6EvSQTP/undefined'}, {'id': 'zzsE4jtI1b', 'url': 'https://www.boardgameatlas.com/mechanic/zzsE4jtI1b/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}, {'id': 'JYYdBW6UCE', 'url': 'https://www.boardgameatlas.com/mechanic/JYYdBW6UCE/undefined'}]",94,3.4255319148936154,316,9
509,754qbigK4J,Railways of the World,2005,2.0,6.0,Flat River Group,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'BbTMRkwL0b', 'url': 'https://www.boardgameatlas.com/mechanic/BbTMRkwL0b/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}]",64,3.486979166666667,427,5
510,klGlWbHJyb,Animal Upon Animal,2005,2.0,4.0,HABA,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}]",63,3.2380952380952377,502,1
511,iaIWG98SIG,Gloom,2005,2.0,4.0,Atlas Games,[],123,2.3252032520325208,544,0
512,R3VH7nQ9eK,Indonesia,2005,2.0,5.0,Splotter Spellen,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'AZxlPpi5oq', 'url': 'https://www.boardgameatlas.com/mechanic/AZxlPpi5oq/undefined'}, {'id': 'BbTMRkwL0b', 'url': 'https://www.boardgameatlas.com/mechanic/BbTMRkwL0b/undefined'}, {'id': 'jbLrZb1xIb', 'url': 'https://www.boardgameatlas.com/mechanic/jbLrZb1xIb/undefined'}]",38,3.657894736842105,597,4
513,lRtY2IAF74,The Lord of the Rings: The Confrontation,2005,2.0,2.0,Fantasy Flight Publishing,[],47,3.4893617021276593,602,0
514,Qg93YtpycK,Shadow Hunters,2005,4.0,8.0,Z-Man Games,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'GNtouC8NLm', 'url': 'https://www.boardgameatlas.com/mechanic/GNtouC8NLm/undefined'}, {'id': 'BGrhzIN69D', 'url': 'https://www.boardgameatlas.com/mechanic/BGrhzIN69D/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",58,2.9089655172413798,665,4
515,cyt7Cv1k83,Carcassonne: Expansion 3 - The Princess & the Dragon,2005,2.0,6.0,Hans im Glück,"[{'id': '9NBcz45nN7', 'url': 'https://www.boardgameatlas.com/mechanic/9NBcz45nN7/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}]",47,3.1469098277608922,673,2
516,hh7SfmHVdp,Ca$h 'n Gun$,2005,4.0,6.0,,"[{'id': 'BGrhzIN69D', 'url': 'https://www.boardgameatlas.com/mechanic/BGrhzIN69D/undefined'}, {'id': 'DEvPj5twid', 'url': 'https://www.boardgameatlas.com/mechanic/DEvPj5twid/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",57,2.8947368421052637,753,3
517,BaAqFr2vVp,Vegas Showdown,2005,3.0,5.0,"Avalon Hill Games, Inc.","[{'id': 'AZxlPpi5oq', 'url': 'https://www.boardgameatlas.com/mechanic/AZxlPpi5oq/undefined'}, {'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}]",41,3.243902439024391,772,3
518,H29lsC6Bjn,Blokus Duo,2005,2.0,2.0,Mattel,"[{'id': '3te2oybNR4', 'url': 'https://www.boardgameatlas.com/mechanic/3te2oybNR4/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}]",44,3.0909090909090904,775,3
519,DYkUpDHWLO,Pick-Omino Board Game,2005,2.0,7.0,Lion Rampant Imports Ltd,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}]",44,2.9545454545454546,858,2
520,dBHC9ko1MH,Runebound: 2nd Edition,2005,2.0,6.0,Fantasy Flight Publishing,"[{'id': 'bgGxE0pI2B', 'url': 'https://www.boardgameatlas.com/mechanic/bgGxE0pI2B/undefined'}, {'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'EVeAdboGUA', 'url': 'https://www.boardgameatlas.com/mechanic/EVeAdboGUA/undefined'}]",34,3.323529411764706,876,4
521,eSCVHuUFPs,1846: The Race for the Midwest,2005,3.0,5.0,"Deep Thought Games, LLC","[{'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}, {'id': 'jbLrZb1xIb', 'url': 'https://www.boardgameatlas.com/mechanic/jbLrZb1xIb/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}]",22,3.7272727272727275,938,3
522,xObxcMZKmG,Fury of Dracula (Second Edition),2005,2.0,5.0,Fantasy Flight Games,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'GNtouC8NLm', 'url': 'https://www.boardgameatlas.com/mechanic/GNtouC8NLm/undefined'}, {'id': 'MEAoOygZsA', 'url': 'https://www.boardgameatlas.com/mechanic/MEAoOygZsA/undefined'}, {'id': 'RwgEONzIzc', 'url': 'https://www.boardgameatlas.com/mechanic/RwgEONzIzc/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",32,3.1874999999999996,978,5
523,tXZQE1xY7g,Mission: Red Planet,2005,2.0,6.0,Fantasy Flight Games,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'DEvPj5twid', 'url': 'https://www.boardgameatlas.com/mechanic/DEvPj5twid/undefined'}]",31,3.2258064516129035,993,3
524,qxhC5iqnY4,Rory's Story Cubes,2005,1.0,8.0,Gamewright,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'uZJS07nXF5', 'url': 'https://www.boardgameatlas.com/mechanic/uZJS07nXF5/undefined'}, {'id': 'GUoWg3Mfh5', 'url': 'https://www.boardgameatlas.com/mechanic/GUoWg3Mfh5/undefined'}]",33,2.9999999999999996,1003,4
525,AjqvfAoKD8,World of Warcraft: The Board Game,2005,2.0,6.0,"Fantasy Flight Publishing,U.S.","[{'id': 'bgGxE0pI2B', 'url': 'https://www.boardgameatlas.com/mechanic/bgGxE0pI2B/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'GNtouC8NLm', 'url': 'https://www.boardgameatlas.com/mechanic/GNtouC8NLm/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",24,3.4166666666666665,1085,5
526,gyabSDbYzG,Carcassonne: The River II,2005,2.0,6.0,Hans im Glück,[],25,3.2800000000000002,1112,0
527,DYgm0xrh42,Aton,2005,2.0,2.0,Rio Grande,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'DEvPj5twid', 'url': 'https://www.boardgameatlas.com/mechanic/DEvPj5twid/undefined'}]",22,3.272727272727273,1184,3
528,1mkgNscHJG,Louis XIV,2005,2.0,4.0,Rio Grande,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}]",25,2.92,1193,4
529,3tO75gDbUk,Manila,2005,3.0,5.0,Zoch Verlag,"[{'id': 'AZxlPpi5oq', 'url': 'https://www.boardgameatlas.com/mechanic/AZxlPpi5oq/undefined'}, {'id': '3tuJiW3pps', 'url': 'https://www.boardgameatlas.com/mechanic/3tuJiW3pps/undefined'}, {'id': 'i8pEFk75OI', 'url': 'https://www.boardgameatlas.com/mechanic/i8pEFk75OI/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",21,3.1904761904761902,1198,5
530,NmpDUK2glo,Pentago,2005,2.0,2.0,Mindtwister USA,"[{'id': '9YdRn9J9oZ', 'url': 'https://www.boardgameatlas.com/mechanic/9YdRn9J9oZ/undefined'}]",22,3.0,1218,1
531,3OqyYCg8km,Sleeping Queens,2005,2.0,5.0,Gamewright,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'r6yIFvyXDD', 'url': 'https://www.boardgameatlas.com/mechanic/r6yIFvyXDD/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'T8JEFYwoqy', 'url': 'https://www.boardgameatlas.com/mechanic/T8JEFYwoqy/undefined'}]",24,2.5833333333333326,1228,4
532,Bqj1o4Nm0k,Khet Laser Game 2.0 : Khet Laser Game 2.0,2005,2.0,2.0,IELLO,"[{'id': 'qu5BcGjAzk', 'url': 'https://www.boardgameatlas.com/mechanic/qu5BcGjAzk/undefined'}]",24,2.666666666666667,1262,1
533,HyA1iVA8X2,Super Munchkin,2005,2.0,8.0,Steve Jackson Games,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'AVY6EvSQTP', 'url': 'https://www.boardgameatlas.com/mechanic/AVY6EvSQTP/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",23,2.434782608695652,1273,3
534,PdC2seeP0L,Quelf,2005,3.0,8.0,Spin Master,"[{'id': 'n1GtBt35Rd', 'url': 'https://www.boardgameatlas.com/mechanic/n1GtBt35Rd/undefined'}, {'id': 'UHdPUeuqyZ', 'url': 'https://www.boardgameatlas.com/mechanic/UHdPUeuqyZ/undefined'}, {'id': 'GUoWg3Mfh5', 'url': 'https://www.boardgameatlas.com/mechanic/GUoWg3Mfh5/undefined'}]",29,2.10344827586207,1277,3
535,FE3Snst86L,18MEX,2005,3.0,5.0,"Deep Thought Games, LLC","[{'id': 'jbLrZb1xIb', 'url': 'https://www.boardgameatlas.com/mechanic/jbLrZb1xIb/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}]",8,3.625,9999999,3
536,pgBz2cMbCl,Empire of the Sun,2005,1.0,2.0,,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': 'xuphiSlrxI', 'url': 'https://www.boardgameatlas.com/mechanic/xuphiSlrxI/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}]",6,3.6666666666666665,9999999,3
537,PCAbWCMxRi,Antike,2005,2.0,6.0,PD-Verlag,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'bgGxE0pI2B', 'url': 'https://www.boardgameatlas.com/mechanic/bgGxE0pI2B/undefined'}, {'id': 'FA6HjbhdNW', 'url': 'https://www.boardgameatlas.com/mechanic/FA6HjbhdNW/undefined'}]",13,3.076923076923077,9999999,3
538,gQJ4svr3LS,Spheres of Influence,2005,1.0,5.0,,[],0,0.0,9999999,0
539,vVugYuevpm,Infinity,2005,2.0,2.0,,[],6,3.6666666666666665,9999999,0
540,WOuqHUw5Cq,Fjords,2005,2.0,2.0,Rio Grande,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}]",20,3.0500000000000003,9999999,3
541,pICm1dpjfl,Punct,2005,2.0,2.0,Rio Grande Games,"[{'id': 'qu5BcGjAzk', 'url': 'https://www.boardgameatlas.com/mechanic/qu5BcGjAzk/undefined'}, {'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}]",16,2.9375,9999999,2
542,sKPSMEklpe,China,2005,3.0,5.0,FRED Games,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}]",20,3.25,9999999,4
543,pm7hz00dLG,1889: History of Shikoku Railways,2005,2.0,6.0,"Deep Thought Games, LLC","[{'id': 'AZxlPpi5oq', 'url': 'https://www.boardgameatlas.com/mechanic/AZxlPpi5oq/undefined'}, {'id': 'jbLrZb1xIb', 'url': 'https://www.boardgameatlas.com/mechanic/jbLrZb1xIb/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}]",15,3.8666666666666663,9999999,4
544,kmFuUy61DI,Euphrates & Tigris: Contest of Kings,2005,2.0,4.0,Renegade Game Studios,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}]",5,0.0,9999999,1
545,gKKsQsBnwv,Roma,2005,2.0,2.0,Queen Games,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'T8JEFYwoqy', 'url': 'https://www.boardgameatlas.com/mechanic/T8JEFYwoqy/undefined'}]",18,3.1111111111111107,9999999,5
546,LIz8OjvNTW,Chameleon,2005,2.0,4.0,,[],0,0.0,9999999,0
547,z3vCG400fB,Sun Tzu,2005,2.0,2.0,Matagot,[],7,3.2857142857142856,9999999,0
548,5taRKbeTLE,Hacienda,2005,2.0,5.0,Rio Grande,"[{'id': '3te2oybNR4', 'url': 'https://www.boardgameatlas.com/mechanic/3te2oybNR4/undefined'}, {'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}]",8,2.8749999999999996,9999999,4
549,xgDQspOGxc,Gemblo Game,2005,2.0,6.0,Green Board,[],5,0.0,9999999,0
550,GcTjhY84hw,Carcassonne: The Discovery,2005,2.0,5.0,Hans im Glück,"[{'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}]",9,2.7777777777777777,9999999,1
