,id,name,year_published,min_players,max_players,primary_publisher,mechanics,num_user_ratings,average_user_rating,rank,num_mechs
1311,sjWj7oJrWL,Concept,2013,4.0,12.0,Asmodee Editions,"[{'id': 'GNtouC8NLm', 'url': 'https://www.boardgameatlas.com/mechanic/GNtouC8NLm/undefined'}]",123,2.983739837398374,313,1
1312,OdjvQmFgtF,Nations,2013,1.0,5.0,Asmodee Editions,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",70,3.5908163265306126,343,2
1313,EmYyVC14DP,Quantum,2013,2.0,4.0,Funforge,"[{'id': '9NBcz45nN7', 'url': 'https://www.boardgameatlas.com/mechanic/9NBcz45nN7/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'qu5BcGjAzk', 'url': 'https://www.boardgameatlas.com/mechanic/qu5BcGjAzk/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}]",84,3.3333333333333344,345,4
1314,AvqBwE0if0,Bruges,2013,2.0,4.0,Z-Man Games,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}]",84,3.273809523809524,357,2
1315,zMCUEhrOan,Viticulture,2013,2.0,6.0,Stonemaier Games,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",68,3.794117647058823,360,2
1316,bh3ZlrrSBT,Euphoria: Build a Better Dystopia,2013,2.0,6.0,Stonemaier Games,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'v6fd74CBAb', 'url': 'https://www.boardgameatlas.com/mechanic/v6fd74CBAb/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}, {'id': 'B30dz3Ljjx', 'url': 'https://www.boardgameatlas.com/mechanic/B30dz3Ljjx/undefined'}]",74,3.4334719334719326,361,7
1317,qgFaBUwBnD,Pathfinder Adventure Card Game: Rise of the Runelords Base Set,2013,1.0,4.0,Paizo Publishing,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'EVeAdboGUA', 'url': 'https://www.boardgameatlas.com/mechanic/EVeAdboGUA/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",87,3.1494252873563227,394,5
1318,ulNR7xR5Fp,Firefly: The Game,2013,1.0,4.0,"Gale Force Nine, LLC",[],73,3.273972602739726,405,0
1319,jXzFrntFLr,Bora Bora,2013,2.0,4.0,Ravensburger,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",67,3.4328358208955225,415,3
1320,MQcEH8C8Aa,Boss Monster,2013,2.0,4.0,Blue Orange Games,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'BGrhzIN69D', 'url': 'https://www.boardgameatlas.com/mechanic/BGrhzIN69D/undefined'}, {'id': 'T8JEFYwoqy', 'url': 'https://www.boardgameatlas.com/mechanic/T8JEFYwoqy/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",103,2.6699029126213607,440,4
1321,L3bbRD1H4o,Rococo,2013,2.0,5.0,Eagle-Gryphon Games,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'vZsDDAdOoe', 'url': 'https://www.boardgameatlas.com/mechanic/vZsDDAdOoe/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}]",57,3.432659932659932,475,5
1322,3O0h8kseCn,Blueprints,2013,2.0,4.0,Z-Man Games,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': '9YdRn9J9oZ', 'url': 'https://www.boardgameatlas.com/mechanic/9YdRn9J9oZ/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}]",73,3.150269821502699,478,3
1323,Pk9mnq0Bsl,Amerigo,2013,2.0,4.0,Queen Games,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': 'qu5BcGjAzk', 'url': 'https://www.boardgameatlas.com/mechanic/qu5BcGjAzk/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}]",59,3.4284957627118646,491,4
1324,qmcl21WSOV,Terror In Meeple City,2013,2.0,4.0,Repos Production,"[{'id': 'bgGxE0pI2B', 'url': 'https://www.boardgameatlas.com/mechanic/bgGxE0pI2B/undefined'}, {'id': 'S0O9ucexPS', 'url': 'https://www.boardgameatlas.com/mechanic/S0O9ucexPS/undefined'}, {'id': 'YyBg5CzHBF', 'url': 'https://www.boardgameatlas.com/mechanic/YyBg5CzHBF/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",68,3.1470588235294117,496,5
1325,E2BDGzVGho,Smash Up: Awesome Level 9000 Expansion,2013,2.0,4.0,Alderac Entertainment Group,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'T8JEFYwoqy', 'url': 'https://www.boardgameatlas.com/mechanic/T8JEFYwoqy/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",57,3.2456140350877187,530,3
1326,1cMyyO8wbc,Two Rooms and a Boom,2013,6.0,30.0,Tuesday Knight Games,"[{'id': 'n1GtBt35Rd', 'url': 'https://www.boardgameatlas.com/mechanic/n1GtBt35Rd/undefined'}, {'id': 'GNtouC8NLm', 'url': 'https://www.boardgameatlas.com/mechanic/GNtouC8NLm/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}, {'id': 'JYYdBW6UCE', 'url': 'https://www.boardgameatlas.com/mechanic/JYYdBW6UCE/undefined'}]",51,3.274509803921569,539,4
1327,XSoEw9SkAI,Rise of Augustus,2013,2.0,6.0,Hurrican,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}]",65,2.9524475524475524,582,3
1328,C6YDASIIIE,Spyrium,2013,2.0,5.0,Asmodee,"[{'id': 'wV5peB05xs', 'url': 'https://www.boardgameatlas.com/mechanic/wV5peB05xs/undefined'}, {'id': 'yu3eas6v7A', 'url': 'https://www.boardgameatlas.com/mechanic/yu3eas6v7A/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",58,3.135172413793104,589,3
1329,gn0MN5FGJB,Dungeon Roll,2013,1.0,4.0,Tasty Minstrel Games,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",71,2.746478873239437,591,4
1330,DpxRvzLzP3,CV,2013,2.0,4.0,Passport Game Studios,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'eRe1jJCBFe', 'url': 'https://www.boardgameatlas.com/mechanic/eRe1jJCBFe/undefined'}]",61,3.061475409836064,598,6
1331,RAf5clAJ1U,Pandemic: In The Lab,2013,1.0,6.0,Z-Man Games,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'MEAoOygZsA', 'url': 'https://www.boardgameatlas.com/mechanic/MEAoOygZsA/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'cznlFNKPA0', 'url': 'https://www.boardgameatlas.com/mechanic/cznlFNKPA0/undefined'}, {'id': '9jnCsVuRat', 'url': 'https://www.boardgameatlas.com/mechanic/9jnCsVuRat/undefined'}, {'id': 'AVY6EvSQTP', 'url': 'https://www.boardgameatlas.com/mechanic/AVY6EvSQTP/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",35,3.5999999999999996,608,9
1332,a6cubbrAPr,Tash-Kalar: Arena of Legends Game,2013,2.0,4.0,Z-Man Games,"[{'id': 'qu5BcGjAzk', 'url': 'https://www.boardgameatlas.com/mechanic/qu5BcGjAzk/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'GNtouC8NLm', 'url': 'https://www.boardgameatlas.com/mechanic/GNtouC8NLm/undefined'}, {'id': '9YdRn9J9oZ', 'url': 'https://www.boardgameatlas.com/mechanic/9YdRn9J9oZ/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",45,3.3777777777777773,616,6
1333,u1nrsXvtJI,1775: Rebellion,2013,2.0,4.0,Academy Games,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'bgGxE0pI2B', 'url': 'https://www.boardgameatlas.com/mechanic/bgGxE0pI2B/undefined'}, {'id': 'xuphiSlrxI', 'url': 'https://www.boardgameatlas.com/mechanic/xuphiSlrxI/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'GNtouC8NLm', 'url': 'https://www.boardgameatlas.com/mechanic/GNtouC8NLm/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",36,3.583333333333333,625,6
1334,LhQprHOmEU,Gravwell: Escape from the 9th Dimension,2013,1.0,4.0,Renegade Game Studios,"[{'id': 'PGjmKGi26h', 'url': 'https://www.boardgameatlas.com/mechanic/PGjmKGi26h/undefined'}, {'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'DEvPj5twid', 'url': 'https://www.boardgameatlas.com/mechanic/DEvPj5twid/undefined'}]",53,3.1886792452830184,634,3
1335,l9QvcB5Gcx,Steam Park,2013,2.0,4.0,Flat River Group,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'r6yIFvyXDD', 'url': 'https://www.boardgameatlas.com/mechanic/r6yIFvyXDD/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}]",49,3.142857142857143,672,4
1336,ctE5LE77Fz,Tzolk'in: Tribes & Prophecies,2013,2.0,5.0,Rio Grande Games,[],32,3.5963541666666674,677,0
1337,VTj8YIiD5u,Cuba Libre,2013,1.0,4.0,GMT Games,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'bgGxE0pI2B', 'url': 'https://www.boardgameatlas.com/mechanic/bgGxE0pI2B/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",33,3.525974025974026,695,4
1338,IjMcGwdT95,King of Tokyo: Halloween,2013,2.0,6.0,IELLO,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'BGrhzIN69D', 'url': 'https://www.boardgameatlas.com/mechanic/BGrhzIN69D/undefined'}, {'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}, {'id': 'T8JEFYwoqy', 'url': 'https://www.boardgameatlas.com/mechanic/T8JEFYwoqy/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",40,3.2499999999999996,715,6
1339,fLBWzE5WFC,The Duke,2013,2.0,2.0,Catalyst Game Labs,"[{'id': 'qu5BcGjAzk', 'url': 'https://www.boardgameatlas.com/mechanic/qu5BcGjAzk/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}]",38,3.315789473684211,736,2
1340,RHS4ek1rCN,Francis Drake,2013,3.0,5.0,Eagle-Gryphon Games,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}, {'id': 'RwgEONzIzc', 'url': 'https://www.boardgameatlas.com/mechanic/RwgEONzIzc/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'cXd5KaXXZo', 'url': 'https://www.boardgameatlas.com/mechanic/cXd5KaXXZo/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",31,3.580645161290322,769,6
1341,5676mzAY6o,Brew Crafters,2013,2.0,5.0,Dice Hate Me Games,"[{'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",37,3.3513513513513518,785,1
1342,KiFtnFIIjd,Bruxelles 1893,2013,2.0,5.0,Asmodee Editions,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'AZxlPpi5oq', 'url': 'https://www.boardgameatlas.com/mechanic/AZxlPpi5oq/undefined'}, {'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",32,3.4831730769230766,795,5
1343,iBO9pE0xb8,Legendary: A Marvel Deck Building Game - Dark City,2013,1.0,5.0,Upper Deck Entertainment,[],28,3.821428571428571,811,0
1344,FIXBkCF4vQ,Legacy: The Testament of Duke de Crecy,2013,1.0,4.0,Portal Games,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",35,3.3535714285714286,832,4
1345,qoEWl6aOF8,BattleCON: Devastation of Indines,2013,1.0,5.0,Level 99 Games,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'MEAoOygZsA', 'url': 'https://www.boardgameatlas.com/mechanic/MEAoOygZsA/undefined'}, {'id': 'DEvPj5twid', 'url': 'https://www.boardgameatlas.com/mechanic/DEvPj5twid/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",26,3.7692307692307696,849,4
1346,UlET3qhc1J,Coconuts,2013,2.0,4.0,Mayday Games,"[{'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}, {'id': 'T8JEFYwoqy', 'url': 'https://www.boardgameatlas.com/mechanic/T8JEFYwoqy/undefined'}]",30,3.3000000000000003,856,2
1347,5s6aCsfV96,Space Cadets: Dice Duel,2013,4.0,8.0,Stronghold Games,"[{'id': 'PGjmKGi26h', 'url': 'https://www.boardgameatlas.com/mechanic/PGjmKGi26h/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'qu5BcGjAzk', 'url': 'https://www.boardgameatlas.com/mechanic/qu5BcGjAzk/undefined'}, {'id': 'GNtouC8NLm', 'url': 'https://www.boardgameatlas.com/mechanic/GNtouC8NLm/undefined'}]",36,3.1085858585858586,877,4
1348,EULdj4b89D,Impulse,2013,2.0,6.0,Asmadi Games,"[{'id': 'amcImLdOmD', 'url': 'https://www.boardgameatlas.com/mechanic/amcImLdOmD/undefined'}, {'id': 'ZX3hYcF9H7', 'url': 'https://www.boardgameatlas.com/mechanic/ZX3hYcF9H7/undefined'}, {'id': 'ebJKldFVeS', 'url': 'https://www.boardgameatlas.com/mechanic/ebJKldFVeS/undefined'}, {'id': 'kS8npG0jl8', 'url': 'https://www.boardgameatlas.com/mechanic/kS8npG0jl8/undefined'}, {'id': 'yDlgk7rXno', 'url': 'https://www.boardgameatlas.com/mechanic/yDlgk7rXno/undefined'}]",27,3.2222222222222223,885,5
1349,jLaEaWfKBb,Madeira,2013,2.0,4.0,What's Your Game,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",24,3.666666666666666,888,3
1350,L3TZPtWd7c,Coal Baron,2013,2.0,4.0,eggertspiele,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': 'BbTMRkwL0b', 'url': 'https://www.boardgameatlas.com/mechanic/BbTMRkwL0b/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",31,3.354838709677419,895,5
1351,9nXH6CHdv9,Elder Sign: Unseen Forces Expansion,2013,1.0,8.0,Fantasy Flight Games,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'BGrhzIN69D', 'url': 'https://www.boardgameatlas.com/mechanic/BGrhzIN69D/undefined'}, {'id': 'EVeAdboGUA', 'url': 'https://www.boardgameatlas.com/mechanic/EVeAdboGUA/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",24,3.7083333333333335,904,6
1352,0bGeepj72N,The Great Heartland Hauling Co.,2013,2.0,4.0,Dice Hate Me Games,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'BbTMRkwL0b', 'url': 'https://www.boardgameatlas.com/mechanic/BbTMRkwL0b/undefined'}]",32,3.2187500000000004,921,3
1353,2SMK5Q1e68,Eight-Minute Empire: Legends,2013,2.0,4.0,Red Raven Games,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'bgGxE0pI2B', 'url': 'https://www.boardgameatlas.com/mechanic/bgGxE0pI2B/undefined'}, {'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",37,3.0540540540540535,949,6
1354,Z25AVwSOqf,Tajemnicze Domostwo,2013,2.0,7.0,,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}]",36,3.111111111111111,971,2
1355,ZRNnPBB5IT,Level 7: Omega Protocol,2013,2.0,6.0,Privateer Press,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'qu5BcGjAzk', 'url': 'https://www.boardgameatlas.com/mechanic/qu5BcGjAzk/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'GNtouC8NLm', 'url': 'https://www.boardgameatlas.com/mechanic/GNtouC8NLm/undefined'}, {'id': 'BGrhzIN69D', 'url': 'https://www.boardgameatlas.com/mechanic/BGrhzIN69D/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",23,3.565217391304348,974,7
1356,OUND4HSQmf,Ghost Fightin' Treasure Hunters,2013,2.0,4.0,Mattel,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'mGBzR68m8Z', 'url': 'https://www.boardgameatlas.com/mechanic/mGBzR68m8Z/undefined'}]",25,3.3199999999999994,987,3
1357,voKGlqZsRo,Funemployed,2013,2.0,20.0,IronWall Games,"[{'id': 'n1GtBt35Rd', 'url': 'https://www.boardgameatlas.com/mechanic/n1GtBt35Rd/undefined'}, {'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'GUoWg3Mfh5', 'url': 'https://www.boardgameatlas.com/mechanic/GUoWg3Mfh5/undefined'}]",31,3.0322580645161294,1000,3
1358,5UFbqOMmX2,Dominion: Guilds,2013,2.0,4.0,Rio Grande Games,[],21,3.8392857142857135,1007,0
1359,EAGv8juZFB,The Builders: Middle Ages,2013,2.0,4.0,Asmodee,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}]",30,2.9222222222222216,1094,3
1360,nyZHtE7UL3,Carcassonne: South Seas,2013,2.0,5.0,"Z-Man Games, Inc.","[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}]",22,3.454545454545454,1131,3
